,Superficie total,Superficie construida,Recámaras,Baños,Estacionamientos,Cantidad de pisos,Antigüedad,Orientación,Precio,URl,ubicacion,Ambientes,Tipo de propiedad,Cuota mensual de mantenimiento,Tipo de casa,Bodegas
0,597 m²,306 m²,3,4,,,0 años,,"26,000",https://casa.mercadolibre.com.mx/MLM-959674577-casa-sola-en-renta-club-campestre-casa-de-piedra-_JM#position=11&search_layout=grid&type=item&tracking_id=40c61ce4-ad4a-4430-8a49-f7865d297f85,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.164751%2C-101.702628&zoom=16&size=732x300&signature=w5knczv-Up7CmAd4kqL05-ujhKU=,,,,,
0,200 m²,220 m²,3,3,,,0 años,,"14,000",https://casa.mercadolibre.com.mx/MLM-950205749-casa-sola-en-renta-residencial-punta-del-este-_JM#position=12&search_layout=grid&type=item&tracking_id=40c61ce4-ad4a-4430-8a49-f7865d297f85,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.126329%2C-101.60774&zoom=16&size=732x300&signature=msFqnirf4-JkDAsJJL0cHh_qlp4=,,,,,
0,200 m²,340 m²,3,3,,,0 años,,"14,500",https://casa.mercadolibre.com.mx/MLM-948871115-casa-sola-en-renta-real-del-bosque-_JM#position=13&search_layout=grid&type=item&tracking_id=40c61ce4-ad4a-4430-8a49-f7865d297f85,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.160683%2C-101.675744&zoom=16&size=732x300&signature=pniVFjIbea42oC1kheIlMRR2v1E=,,,,,
0,150 m²,211 m²,3,4,,,0 años,,"12,500",https://casa.mercadolibre.com.mx/MLM-940373749-casa-sola-en-renta-el-mayorazgo-residencial-_JM#position=14&search_layout=grid&type=item&tracking_id=40c61ce4-ad4a-4430-8a49-f7865d297f85,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.060402%2C-101.595637&zoom=16&size=732x300&signature=g0mwyTGQs8hm0ToFkMkysk4pPuc=,,,,,
0,213 m²,257.84 m²,3,3,2,,,,"15,500",https://casa.mercadolibre.com.mx/MLM-954292633-casa-en-renta-en-punta-del-este-_JM#position=15&search_layout=grid&type=item&tracking_id=40c61ce4-ad4a-4430-8a49-f7865d297f85,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1309532%2C-101.6048805&zoom=16&size=732x300&signature=qkmrjtPWRwY6wgYwW4XEm2SNzxY=,,,,,
0,177 m²,245 m²,3,3,,,0 años,,"15,900",https://casa.mercadolibre.com.mx/MLM-961347250-casa-sola-en-renta-residencial-punta-del-este-_JM#position=16&search_layout=grid&type=item&tracking_id=40c61ce4-ad4a-4430-8a49-f7865d297f85,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.126448%2C-101.611078&zoom=16&size=732x300&signature=7OKvR19N1QcEQlcROVJcckFvtHk=,,,,,
0,200 m²,340 m²,3,3,,,0 años,,"14,500",https://casa.mercadolibre.com.mx/MLM-948953742-casa-sola-en-renta-real-del-bosque-_JM#position=17&search_layout=grid&type=item&tracking_id=40c61ce4-ad4a-4430-8a49-f7865d297f85,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.160683%2C-101.675744&zoom=16&size=732x300&signature=pniVFjIbea42oC1kheIlMRR2v1E=,,,,,
0,120 m²,80 m²,3,2,,,0 años,,"8,500",https://casa.mercadolibre.com.mx/MLM-948985374-casa-sola-en-renta-granja-ceres-_JM#position=18&search_layout=grid&type=item&tracking_id=40c61ce4-ad4a-4430-8a49-f7865d297f85,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.113075%2C-101.635333&zoom=16&size=732x300&signature=e5Cf_66rl8sCcHqpeGu5edp6Fho=,,,,,
0,1000 m²,630 m²,4,4,,,0 años,,"36,000",https://casa.mercadolibre.com.mx/MLM-945307000-casa-sola-en-renta-balcones-del-campestre-_JM#position=19&search_layout=grid&type=item&tracking_id=40c61ce4-ad4a-4430-8a49-f7865d297f85,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.153746%2C-101.699313&zoom=16&size=732x300&signature=Ji3KBqFW7tcQJx3h_8VI5esEClg=,,,,,
0,300 m²,290 m²,4,2,,,15 años,,"22,000",https://casa.mercadolibre.com.mx/MLM-753891376-excelente-ubicacion-_JM#position=20&search_layout=grid&type=item&tracking_id=40c61ce4-ad4a-4430-8a49-f7865d297f85,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1719476%2C-101.7079615&zoom=16&size=732x300&signature=jj7fxMGMIldXfToHEi-DJevc6Jg=,,,,,
0,114 m²,120 m²,3,2,2,2,,,"7,000",https://casa.mercadolibre.com.mx/MLM-899890624-casa-en-renta-en-leon-guanajuato-cerca-del-puerto-interior-_JM#position=21&search_layout=grid&type=item&tracking_id=40c61ce4-ad4a-4430-8a49-f7865d297f85,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.0754158%2C-101.6162596&zoom=16&size=732x300&signature=dwOvaTkr36hs4BRHKwEI8C5M9mk=,,,,,
0,1000 m²,630 m²,4,4,,,0 años,,"36,000",https://casa.mercadolibre.com.mx/MLM-948979550-casa-sola-en-renta-balcones-del-campestre-_JM#position=22&search_layout=grid&type=item&tracking_id=40c61ce4-ad4a-4430-8a49-f7865d297f85,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.153746%2C-101.699313&zoom=16&size=732x300&signature=Ji3KBqFW7tcQJx3h_8VI5esEClg=,,,,,
0,108 m²,157 m²,3,3,,,0 años,,"16,000",https://casa.mercadolibre.com.mx/MLM-959674522-casa-sola-en-renta-sacromonte-residencial-_JM#position=23&search_layout=grid&type=item&tracking_id=40c61ce4-ad4a-4430-8a49-f7865d297f85,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.061428%2C-101.60218&zoom=16&size=732x300&signature=5Ham2o4xBoVANNSQuH2WwQcAfe0=,,,,,
0,120 m²,120 m²,3,3,,,0 años,,"8,100",https://casa.mercadolibre.com.mx/MLM-951014027-casa-sola-en-renta-el-cielo-residencial-_JM#position=24&search_layout=grid&type=item&tracking_id=40c61ce4-ad4a-4430-8a49-f7865d297f85,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.182361%2C-101.750433&zoom=16&size=732x300&signature=34C0R-zQonJ2TE9h2THO_Or1zdI=,,,,,
0,200 m²,220 m²,3,3,,,0 años,,"14,000",https://casa.mercadolibre.com.mx/MLM-950214258-casa-sola-en-renta-residencial-punta-del-este-_JM#position=25&search_layout=grid&type=item&tracking_id=40c61ce4-ad4a-4430-8a49-f7865d297f85,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.126329%2C-101.60774&zoom=16&size=732x300&signature=msFqnirf4-JkDAsJJL0cHh_qlp4=,,,,,
0,1000 m²,400 m²,4,5,,,0 años,,"25,800",https://casa.mercadolibre.com.mx/MLM-948984412-casa-sola-en-renta-balcones-del-campestre-_JM#position=26&search_layout=grid&type=item&tracking_id=40c61ce4-ad4a-4430-8a49-f7865d297f85,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.175358%2C-101.705406&zoom=16&size=732x300&signature=gCnkagEceRq10btHLWUWzaU-SSU=,,,,,
0,1025 m²,528 m²,3,5,,,0 años,,"30,000",https://casa.mercadolibre.com.mx/MLM-948865170-casa-sola-en-renta-lomas-de-comanjilla-_JM#position=27&search_layout=grid&type=item&tracking_id=40c61ce4-ad4a-4430-8a49-f7865d297f85,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.041858%2C-101.539618&zoom=16&size=732x300&signature=msZPrnEtrDM8PHjJydLaE3De8DU=,,,,,
0,160 m²,210 m²,3,3,,,0 años,,"14,000",https://casa.mercadolibre.com.mx/MLM-962880322-casa-sola-en-renta-fraccionamiento-jardines-de-santa-fe-_JM#position=28&search_layout=grid&type=item&tracking_id=40c61ce4-ad4a-4430-8a49-f7865d297f85,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1499642%2C-101.6916856&zoom=16&size=732x300&signature=QqRoTGzRlrz3aCuuVqKHDAxIIu4=,,,,,
0,196 m²,265 m²,3,5,,,0 años,,"21,000",https://casa.mercadolibre.com.mx/MLM-958612052-casa-sola-en-renta-hacienda-valbuena-_JM#position=29&search_layout=grid&type=item&tracking_id=40c61ce4-ad4a-4430-8a49-f7865d297f85,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.187933%2C-101.746552&zoom=16&size=732x300&signature=Bu6PCkO8-Z-Et_T-bQcQUlT4pcE=,,,,,
0,1600 m²,867 m²,4,10,,,0 años,,"42,000",https://casa.mercadolibre.com.mx/MLM-957177942-casa-sola-en-renta-lomas-de-comanjilla-_JM#position=30&search_layout=grid&type=item&tracking_id=40c61ce4-ad4a-4430-8a49-f7865d297f85,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.0360424%2C-101.5333307&zoom=16&size=732x300&signature=TpifjmGI2j4Cwn9tVyI0bFe_2rg=,,,,,
0,240 m²,238 m²,3,3,,,0 años,,"18,000",https://casa.mercadolibre.com.mx/MLM-953845649-casa-sola-en-renta-porta-fontana-equipada-_JM#position=31&search_layout=grid&type=item&tracking_id=40c61ce4-ad4a-4430-8a49-f7865d297f85,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1570688%2C-101.6825668&zoom=16&size=732x300&signature=FPi_3cJWWUx8DH_tFoZuKIsQjuI=,,,,,
0,300 m²,260 m²,3,3,,,0 años,,"16,000",https://casa.mercadolibre.com.mx/MLM-951515383-casa-sola-en-renta-lomas-de-gran-jardin-_JM#position=32&search_layout=grid&type=item&tracking_id=40c61ce4-ad4a-4430-8a49-f7865d297f85,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.188939%2C-101.717225&zoom=16&size=732x300&signature=qd-vKur5CwfssPiDdiNq1-ZNKrY=,,,,,
0,180 m²,230 m²,3,3,,,0 años,,"14,350",https://casa.mercadolibre.com.mx/MLM-948865169-casa-sola-en-renta-jardines-de-santa-fe-_JM#position=33&search_layout=grid&type=item&tracking_id=40c61ce4-ad4a-4430-8a49-f7865d297f85,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.0818533%2C-101.6463562&zoom=16&size=732x300&signature=pvXCG7joqWKJPf3ty3aUnLHvTgo=,,,,,
0,172 m²,207 m²,3,4,,,0 años,,"16,000",https://casa.mercadolibre.com.mx/MLM-948871103-casa-sola-en-renta-el-mayorazgo-residencial-_JM#position=34&search_layout=grid&type=item&tracking_id=40c61ce4-ad4a-4430-8a49-f7865d297f85,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.068772%2C-101.594511&zoom=16&size=732x300&signature=oDQr4TYr-ZM6EOeaUsbWS1LBnOk=,,,,,
0,160 m²,184 m²,3,3,2,,5 años,,"25,000",https://casa.mercadolibre.com.mx/MLM-1301265756-departamento-en-renta-en-soberna-leon-guanajuato-_JM#position=35&search_layout=grid&type=item&tracking_id=40c61ce4-ad4a-4430-8a49-f7865d297f85,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1243167%2C-101.6211425&zoom=16&size=732x300&signature=8MkUm7m-UI-mXrMG5q0xxTeoW6E=,,,,,
0,194 m²,175 m²,3,3,,,0 años,,"14,000",https://casa.mercadolibre.com.mx/MLM-1300867278-casa-sola-en-renta-hacienda-valbuena-_JM#position=36&search_layout=grid&type=item&tracking_id=40c61ce4-ad4a-4430-8a49-f7865d297f85,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.187933%2C-101.746552&zoom=16&size=732x300&signature=Bu6PCkO8-Z-Et_T-bQcQUlT4pcE=,,,,,
0,105 m²,136 m²,3,3,,,0 años,,"9,500",https://casa.mercadolibre.com.mx/MLM-1300854637-casa-sola-en-renta-la-yesca-_JM#position=37&search_layout=grid&type=item&tracking_id=40c61ce4-ad4a-4430-8a49-f7865d297f85,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.087233%2C-101.653469&zoom=16&size=732x300&signature=Q4SmshtM5Vni5pllgLs1FXqYW6s=,,,,,
0,120 m²,90 m²,,,,,0 años,,"10,000",https://casa.mercadolibre.com.mx/MLM-962608304-casa-en-jardines-de-santa-fe-_JM#position=38&search_layout=grid&type=item&tracking_id=40c61ce4-ad4a-4430-8a49-f7865d297f85,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.0784938%2C-101.5940107&zoom=16&size=732x300&signature=k-cYgWM9W2YLhw5kOqx7R1-rqbM=,,,,,
0,440 m²,450 m²,3,5,,,0 años,,"32,000",https://casa.mercadolibre.com.mx/MLM-951529094-casa-sola-en-renta-la-campina-_JM#position=39&search_layout=grid&type=item&tracking_id=40c61ce4-ad4a-4430-8a49-f7865d297f85,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.153746%2C-101.699313&zoom=16&size=732x300&signature=Ji3KBqFW7tcQJx3h_8VI5esEClg=,,,,,
0,75 m²,75 m²,3,2,,,0 años,,"6,500",https://casa.mercadolibre.com.mx/MLM-951010472-casa-sola-en-renta-el-dorado-_JM#position=40&search_layout=grid&type=item&tracking_id=40c61ce4-ad4a-4430-8a49-f7865d297f85,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.078797%2C-101.600901&zoom=16&size=732x300&signature=-31HJVAGRMXwcJW9WmSzRr91dVs=,,,,,
0,155 m²,155 m²,3,2,,,2 años,,"15,000",https://casa.mercadolibre.com.mx/MLM-1301276360-casa-hacienda-valbuena-al-norte-de-la-ciudad-por-wallmart-la-antorcha-3-minutos-de-plaza-mayor-_JM#position=41&search_layout=grid&type=item&tracking_id=40c61ce4-ad4a-4430-8a49-f7865d297f85,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1879325%2C-101.7465523&zoom=16&size=732x300&signature=3ElKSQdQ_DTZVKiS__h9I-9MiaA=,,,,,
0,597 m²,306 m²,3,4,,,0 años,,"26,000",https://casa.mercadolibre.com.mx/MLM-959682878-casa-sola-en-renta-club-campestre-casa-de-piedra-_JM#position=42&search_layout=grid&type=item&tracking_id=40c61ce4-ad4a-4430-8a49-f7865d297f85,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.164751%2C-101.702628&zoom=16&size=732x300&signature=w5knczv-Up7CmAd4kqL05-ujhKU=,,,,,
0,180 m²,228 m²,3,3,,,3 años,,"14,600",https://casa.mercadolibre.com.mx/MLM-959680237-casa-sola-en-renta-sierra-nogal-_JM#position=43&search_layout=grid&type=item&tracking_id=40c61ce4-ad4a-4430-8a49-f7865d297f85,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1329007%2C-101.614936&zoom=16&size=732x300&signature=w6_oveWTfe0NLxQlzXI083ygrrU=,,,,,
0,196 m²,265 m²,3,5,,,0 años,,"21,000",https://casa.mercadolibre.com.mx/MLM-958599209-casa-sola-en-renta-hacienda-valbuena-_JM#position=44&search_layout=grid&type=item&tracking_id=40c61ce4-ad4a-4430-8a49-f7865d297f85,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.187933%2C-101.746552&zoom=16&size=732x300&signature=Bu6PCkO8-Z-Et_T-bQcQUlT4pcE=,,,,,
0,180 m²,230 m²,3,3,,,0 años,,"14,350",https://casa.mercadolibre.com.mx/MLM-948985102-casa-sola-en-renta-jardines-de-santa-fe-_JM#position=45&search_layout=grid&type=item&tracking_id=40c61ce4-ad4a-4430-8a49-f7865d297f85,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.0818533%2C-101.6463562&zoom=16&size=732x300&signature=pvXCG7joqWKJPf3ty3aUnLHvTgo=,,,,,
0,1025 m²,528 m²,3,5,,,0 años,,"30,000",https://casa.mercadolibre.com.mx/MLM-948984604-casa-sola-en-renta-lomas-de-comanjilla-_JM#position=46&search_layout=grid&type=item&tracking_id=40c61ce4-ad4a-4430-8a49-f7865d297f85,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.041858%2C-101.539618&zoom=16&size=732x300&signature=msZPrnEtrDM8PHjJydLaE3De8DU=,,,,,
0,440 m²,450 m²,3,5,,,0 años,,"32,000",https://casa.mercadolibre.com.mx/MLM-951519166-casa-sola-en-renta-la-campina-_JM#position=47&search_layout=grid&type=item&tracking_id=40c61ce4-ad4a-4430-8a49-f7865d297f85,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.153746%2C-101.699313&zoom=16&size=732x300&signature=Ji3KBqFW7tcQJx3h_8VI5esEClg=,,,,,
0,120 m²,120 m²,3,3,,,0 años,,"8,100",https://casa.mercadolibre.com.mx/MLM-951012432-casa-sola-en-renta-el-cielo-residencial-_JM#position=48&search_layout=grid&type=item&tracking_id=40c61ce4-ad4a-4430-8a49-f7865d297f85,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.182361%2C-101.750433&zoom=16&size=732x300&signature=34C0R-zQonJ2TE9h2THO_Or1zdI=,,,,,
0,4500 m²,1200 m²,4,4,10,,0 años,,"48,000",https://casa.mercadolibre.com.mx/MLM-908631538-casa-amueblada-en-el-alamo-_JM#position=1&search_layout=stack&type=item&tracking_id=751e1579-169f-41fe-80a2-88f93e5be3c7,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.0592558%2C-101.5908942&zoom=16&size=732x300&signature=587M5828Y2MZ-oeJ10_1VD2QI_g=,9,,,,
0,194 m²,175 m²,3,3,,,0 años,,"14,000",https://casa.mercadolibre.com.mx/MLM-1300840802-casa-sola-en-renta-hacienda-valbuena-_JM#position=2&search_layout=stack&type=item&tracking_id=751e1579-169f-41fe-80a2-88f93e5be3c7,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.187933%2C-101.746552&zoom=16&size=732x300&signature=Bu6PCkO8-Z-Et_T-bQcQUlT4pcE=,,,,,
0,160 m²,210 m²,3,3,,,0 años,,"14,000",https://casa.mercadolibre.com.mx/MLM-962874422-casa-sola-en-renta-fraccionamiento-jardines-de-santa-fe-_JM#position=3&search_layout=stack&type=item&tracking_id=751e1579-169f-41fe-80a2-88f93e5be3c7,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1499642%2C-101.6916856&zoom=16&size=732x300&signature=QqRoTGzRlrz3aCuuVqKHDAxIIu4=,,,,,
0,108 m²,157 m²,3,3,,,0 años,,"16,000",https://casa.mercadolibre.com.mx/MLM-959687374-casa-sola-en-renta-sacromonte-residencial-_JM#position=4&search_layout=stack&type=item&tracking_id=751e1579-169f-41fe-80a2-88f93e5be3c7,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.061428%2C-101.60218&zoom=16&size=732x300&signature=5Ham2o4xBoVANNSQuH2WwQcAfe0=,,,,,
0,180 m²,228 m²,3,3,,,3 años,,"14,600",https://casa.mercadolibre.com.mx/MLM-959667741-casa-sola-en-renta-sierra-nogal-_JM#position=5&search_layout=stack&type=item&tracking_id=751e1579-169f-41fe-80a2-88f93e5be3c7,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1329007%2C-101.614936&zoom=16&size=732x300&signature=w6_oveWTfe0NLxQlzXI083ygrrU=,,,,,
0,205 m²,205 m²,3,2,2,,5 años,,"13,800",https://casa.mercadolibre.com.mx/MLM-959142285-punta-del-este-casa-en-renta-_JM#position=6&search_layout=stack&type=item&tracking_id=751e1579-169f-41fe-80a2-88f93e5be3c7,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1309532%2C-101.6048805&zoom=16&size=732x300&signature=qkmrjtPWRwY6wgYwW4XEm2SNzxY=,,,800 MXN,,
0,90 m²,80 m²,,,,,0 años,,"5,000",https://casa.mercadolibre.com.mx/MLM-962616081-rento-casa-en-hacienda-vinedos-al-sur-de-la-ciudad-_JM#position=7&search_layout=stack&type=item&tracking_id=751e1579-169f-41fe-80a2-88f93e5be3c7,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.0628734%2C-101.5649511&zoom=16&size=732x300&signature=ami_2YJ5eeiXFzvSZv9zD56QfXE=,,,,,
0,189 m²,208 m²,3,3,2,,0 años,,"17,000",https://casa.mercadolibre.com.mx/MLM-908635555-casa-en-sierra-nogal-amueblada-_JM#position=8&search_layout=stack&type=item&tracking_id=751e1579-169f-41fe-80a2-88f93e5be3c7,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1275896%2C-101.6091615&zoom=16&size=732x300&signature=hUFazqkXEqd4uNjHqDOsL58BLZQ=,7,,,,
0,160 m²,260 m²,3,3,,,,,"12,500",https://casa.mercadolibre.com.mx/MLM-953267372-casa-en-renta-en-quinta-los-naranjos-_JM#position=9&search_layout=stack&type=item&tracking_id=751e1579-169f-41fe-80a2-88f93e5be3c7,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1617578%2C-101.6424444&zoom=16&size=732x300&signature=c8geAZyOkd5mxtPzeZ4QbTLR2KQ=,,,,,
0,78 m²,,2,1,1,2,0 años,,"5,000",https://casa.mercadolibre.com.mx/MLM-959389055-casa-en-renta-fracc-heroes-de-leon-al-sur-de-la-ciudad-leon-gto-_JM#position=10&search_layout=stack&type=item&tracking_id=751e1579-169f-41fe-80a2-88f93e5be3c7,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.067937%2C-101.5606232&zoom=16&size=732x300&signature=dDtTSaAoljrrIVCpurv_XCMvmbA=,,,0 MXN,,
0,144 m²,108 m²,3,2,2,2,5 años,,"10,000",https://casa.mercadolibre.com.mx/MLM-961158446-casa-en-renta-en-amberes-residencial-_JM#position=11&search_layout=stack&type=item&tracking_id=751e1579-169f-41fe-80a2-88f93e5be3c7,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1317744%2C-101.6325828&zoom=16&size=732x300&signature=eZ0Ht655RLxNxU8Yers5afaooVA=,,Casa sola,,Casa,1
0,163 m²,227 m²,3,4,2,,6 años,,"20,000",https://casa.mercadolibre.com.mx/MLM-1301270674-casa-amueblada-en-renta-en-fracc-punta-del-este-punta-penasco-leon-gto-_JM#position=12&search_layout=stack&type=item&tracking_id=751e1579-169f-41fe-80a2-88f93e5be3c7,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1264477%2C-101.611078&zoom=16&size=732x300&signature=C9zwxCMDcHinT6Ke0Yhck_1cstc=,,,,,
0,300 m²,415 m²,4,7,,,11 años,,"25,000",https://casa.mercadolibre.com.mx/MLM-893309125-casa-sola-en-renta-gran-jardin-_JM#position=13&search_layout=stack&type=item&tracking_id=751e1579-169f-41fe-80a2-88f93e5be3c7,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1805729%2C-101.7125986&zoom=16&size=732x300&signature=zR46J9Wu0wfXZ2UnGmcbayIub8o=,,,,,
0,414 m²,310 m²,3,7,,,2 años,,"35,000",https://casa.mercadolibre.com.mx/MLM-893314519-casa-sola-en-renta-la-campina-_JM#position=14&search_layout=stack&type=item&tracking_id=751e1579-169f-41fe-80a2-88f93e5be3c7,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.099163%2C-101.618746&zoom=16&size=732x300&signature=z-pFD77teRn1iXGHszntv0xC44E=,,,,,
0,130 m²,200 m²,3,2,,,,,"12,900",https://casa.mercadolibre.com.mx/MLM-899890648-casa-en-fraccionam-con-seguridad-a-5-mins-de-plaza-mayor-_JM#position=15&search_layout=stack&type=item&tracking_id=751e1579-169f-41fe-80a2-88f93e5be3c7,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1652623%2C-101.6815769&zoom=16&size=732x300&signature=tTMgXlCzaF-cCVi9YBk4kOBwt4Q=,,,,,
0,120 m²,150 m²,3,3,,,0 años,,"7,800",https://casa.mercadolibre.com.mx/MLM-961055478-casa-sola-en-renta-el-cielo-residencial-_JM#position=16&search_layout=stack&type=item&tracking_id=751e1579-169f-41fe-80a2-88f93e5be3c7,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.182361%2C-101.750433&zoom=16&size=732x300&signature=34C0R-zQonJ2TE9h2THO_Or1zdI=,,,,,
0,120 m²,150 m²,3,3,,,0 años,,"7,800",https://casa.mercadolibre.com.mx/MLM-961045355-casa-sola-en-renta-el-cielo-residencial-_JM#position=17&search_layout=stack&type=item&tracking_id=751e1579-169f-41fe-80a2-88f93e5be3c7,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.182361%2C-101.750433&zoom=16&size=732x300&signature=34C0R-zQonJ2TE9h2THO_Or1zdI=,,,,,
0,160 m²,180 m²,3,3,,,0 años,,"13,500",https://casa.mercadolibre.com.mx/MLM-936371459-casa-sola-en-renta-sierra-nogal-_JM#position=18&search_layout=stack&type=item&tracking_id=751e1579-169f-41fe-80a2-88f93e5be3c7,https://maps.googleapis.com/maps/api/staticmap?client=gme-mercadolibre&maptype=roadmap&scale=1&format=jpg&center=21.1329007%2C-101.614936&zoom=16&size=732x300&signature=w6_oveWTfe0NLxQlzXI083ygrrU=,,,,,
